Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,-9999
710,Raphael Veiga,br BRA,MF,Palmeiras,26,1995,14.0,14,10,2,9,3,7,17,41.2,10,6,0,6,3,17,6,0,Matches,6e5a3bc7
711,Emiliano Velázquez,uy URU,DF,Santos,27,1994,6.0,11,9,8,3,0,6,12,50.0,6,5,3,2,14,25,22,0,Matches,5efb80d5
712,Fausto Vera,ar ARG,MF,Corinthians,21,2000,14.5,37,22,19,14,4,18,37,48.6,19,23,11,12,18,55,26,1,Matches,8b3b381b
713,Gabriel Veron,br BRA,FWMF,Palmeiras,19,2002,6.3,14,8,8,6,0,10,12,83.3,2,4,0,4,6,20,3,0,Matches,6bc49da7
714,João Vialle,br BRA,DF,Atl Paranaense,19,2002,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,c63a8bf0
715,João Victor,br BRA,MF,Ceará,17,2004,0.2,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0,Matches,e78d763e
716,João Victor,br BRA,DF,Corinthians,23,1998,5.4,7,2,6,1,0,2,5,40.0,3,2,1,1,11,18,34,0,Matches,d60cf08d
717,Marcos Victor,br BRA,DF,Ceará,20,2001,4.0,7,4,7,0,0,6,6,100.0,0,4,3,1,8,15,14,1,Matches,d714fc5a
718,Arturo Vidal,cl CHI,MF,Flamengo,34,1987,9.3,23,16,8,10,5,13,27,48.1,14,11,1,10,21,44,7,0,Matches,67cdbc0e
719,Caio Vidal,br BRA,FWMF,Internacional,21,2000,1.7,3,2,2,0,1,2,5,40.0,3,0,0,0,3,6,1,0,Matches,599ab970
720,Elvis Vieira Araújo,br BRA,MFFW,Goiás,31,1990,9.4,6,4,3,2,1,3,17,17.6,14,3,0,3,6,12,1,0,Matches,b5391b63
721,Gabriel Vieira,br BRA,FW,Palmeiras,19,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,63904ba9
722,Luan Vieira,br BRA,MFFW,Santos,28,1993,5.0,5,4,1,3,1,3,8,37.5,5,5,3,2,1,6,0,0,Matches,c4f6bf06
723,Marcos Vinicios Sorriso,br BRA,FW,Bragantino,20,2001,15.0,25,15,12,9,4,11,24,45.8,13,24,4,20,8,33,13,0,Matches,e816a8ee
724,Vinícius,br BRA,FWMF,Ceará,30,1991,26.7,8,3,2,3,3,2,26,7.7,24,5,0,5,24,32,10,0,Matches,ee01c84d
725,Vinicius,br BRA,MFDF,Santos,22,1999,0.8,2,1,1,1,0,2,3,66.7,1,3,2,1,1,3,2,0,Matches,ab3ef9c4
726,Vinícius,br BRA,MFFW,Goiás,28,1993,21.7,18,14,3,7,8,9,27,33.3,18,20,5,15,14,32,19,0,Matches,b6bd2b80
727,Vinícius,br BRA,FW,Botafogo (RJ),22,1999,9.7,20,10,7,10,3,7,20,35.0,13,15,2,13,11,31,8,0,Matches,ecce7383
728,Caio Vinícius,br BRA,MF,Goiás,23,1999,17.3,45,23,16,20,9,12,35,34.3,23,25,3,22,30,75,41,0,Matches,8529df9f
729,Mateus Vital,br BRA,FWMF,Corinthians,23,1998,8.2,21,13,7,8,6,7,18,38.9,11,3,1,2,7,28,1,0,Matches,db9c8fa4
730,Vitão,br BRA,DF,Internacional,21,2000,31.0,32,14,25,7,0,22,31,71.0,9,39,30,9,19,51,161,0,Matches,d4f034db
731,Vitinho,br BRA,FW,Atl Paranaense,22,1999,15.9,22,11,5,11,6,10,29,34.5,19,11,0,11,5,27,13,0,Matches,06d4b2e4
732,Vitinho,br BRA,FWMF,Flamengo,28,1993,5.3,9,6,4,3,2,3,8,37.5,5,5,1,4,1,10,5,0,Matches,a9e68c94
733,Vitinho,br BRA,FWMF,Avaí,21,2000,4.0,3,1,1,2,0,1,3,33.3,2,1,0,1,1,4,1,0,Matches,5e5cc7a9
734,João Vitor,br BRA,MF,Coritiba,21,2000,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,b8d3d5ee
735,Vladimir,br BRA,GK,Avaí,32,1989,22.5,2,0,2,0,0,2,2,100.0,0,0,0,0,0,2,7,0,Matches,bbae502c
736,Max Walef,br BRA,GK,Fortaleza,28,1993,5.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,1,Matches,6411a48d
737,Walter,br BRA,GK,Cuiabá,34,1987,27.4,2,2,2,0,0,2,2,100.0,0,0,0,0,1,3,10,0,Matches,8bae322b
738,Wanderson,br BRA,DF,Atl Goianiense,30,1991,27.2,16,10,11,4,1,6,10,60.0,4,36,26,10,22,38,121,1,Matches,f612025c
739,Wanderson,br BRA,FWMF,Internacional,27,1994,17.8,15,9,4,7,4,8,19,42.1,11,8,0,8,3,18,8,0,Matches,5da33b33
740,Warley,br BRA,FWMF,Coritiba,22,1999,6.2,5,4,3,2,0,3,8,37.5,5,3,1,2,9,14,12,0,Matches,8f385e2e
741,Welington,br BRA,DFFW,São Paulo,20,2001,18.6,34,21,20,9,5,14,35,40.0,21,15,1,14,15,49,36,0,Matches,a7f95b1f
742,José Welison,br BRA,MF,Fortaleza,26,1995,19.1,37,22,12,20,5,13,27,48.1,14,24,6,18,38,75,29,0,Matches,b6cb4d16
743,Weliton,cl CHI,MF,Juventude,16,2005,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches,721322fb
744,Wellington,br BRA,DF,Avaí,26,1995,3.0,2,2,2,0,0,2,4,50.0,2,3,2,1,5,7,15,0,Matches,ed36f825
745,Welliton,br BRA,MFFW,Bragantino,21,2000,1.1,5,3,0,2,3,3,6,50.0,3,1,0,1,0,5,1,0,Matches,d1a7e953
746,Wendell,br BRA,MF,Ceará,19,2002,0.1,1,1,0,0,1,0,0,,0,0,0,0,1,2,1,0,Matches,82b7e058
747,Werik,br BRA,FW,Bragantino,20,2001,5.7,2,2,1,1,0,1,2,50.0,1,9,0,9,0,2,6,0,Matches,8b20ba5f
748,Werton,br BRA,FW,Flamengo,18,2003,0.3,3,1,1,0,2,2,2,100.0,0,0,0,0,0,3,2,0,Matches,d07bde9d
749,Wescley,br BRA,MF,Ceará,30,1991,0.8,3,2,2,1,0,1,2,50.0,1,0,0,0,0,3,0,0,Matches,5a43c680
750,Wesley,br BRA,FW,Palmeiras,22,1999,7.2,9,6,4,1,4,4,8,50.0,4,5,0,5,3,12,5,0,Matches,434de3a3
751,Weverson,br BRA,MF,Bragantino,21,2000,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,b9829bf7
752,Weverton,br BRA,DF,Internacional,22,1999,0.5,0,0,0,0,0,0,0,,0,2,1,1,0,0,1,0,Matches,6ae59cc2
753,Wéverton,br BRA,GK,Palmeiras,34,1987,34.0,1,1,1,0,0,1,3,33.3,2,0,0,0,1,2,9,0,Matches,81be82e9
754,Rafael William,br BRA,GK,Coritiba,20,2001,6.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,1,Matches,eb9f6c10
755,Willian,br BRA,FWMF,Fluminense,35,1986,5.3,8,5,2,5,1,3,7,42.9,4,8,0,8,8,16,6,0,Matches,1f85d0c8
756,Willian,br BRA,FW,Corinthians,33,1988,9.2,15,10,2,10,3,7,11,63.6,4,5,1,4,8,23,5,0,Matches,8b9ebd03
757,Xavier,br BRA,MF,Corinthians,21,2000,1.8,3,1,2,1,0,3,4,75.0,1,0,0,0,2,5,9,0,Matches,f16ed217
758,Samuel Xavier,br BRA,DF,Fluminense,31,1990,31.4,32,16,18,11,3,20,36,55.6,16,34,8,26,26,58,58,0,Matches,0c870df5
759,Yago,br BRA,MFDF,Fluminense,26,1995,12.6,22,13,6,13,3,15,23,65.2,8,20,6,14,13,35,12,0,Matches,e2add0e7
760,Ytalo,br BRA,FW,Bragantino,34,1988,6.9,3,3,0,1,2,1,4,25.0,3,7,1,6,3,6,5,0,Matches,423e3d0b
761,Marcos Ytalo,br BRA,DF,Ceará,25,1996,1.8,4,3,2,2,0,0,2,0.0,2,1,0,1,2,6,2,0,Matches,70053afc
762,Vinícius Zanocelo,br BRA,MF,Santos,21,2001,22.3,29,17,13,14,2,10,46,21.7,36,28,8,20,24,53,36,0,Matches,27457e83
763,Federico Zaracho,ar ARG,MFFW,Atlético Mineiro,23,1998,20.9,52,29,19,22,11,20,62,32.3,42,33,2,31,22,74,17,0,Matches,803d5265
