Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches,-9999
534,Peglow,br BRA,FWMF,Atl Goianiense,20,2002,2.6,1,0,0,2,5,1,14,4,4,0,0,0,14,3,3,50.0,Matches,8a861bc5
535,Pegorari,br BRA,GK,Juventude,30,1991,12.7,3,0,0,0,2,0,0,0,0,0,0,0,11,3,0,100.0,Matches,2ad9d2e3
536,Matheus Peixoto,br BRA,FW,Ceará,26,1995,5.2,0,0,0,7,10,4,1,2,3,0,0,0,9,19,33,36.5,Matches,05160796
537,Douglas Pelé,br BRA,FWDF,Goiás,22,1999,1.0,0,0,0,0,2,0,3,1,2,0,0,0,3,0,4,0.0,Matches,7c6ac38f
538,Léo Pelé,br BRA,DF,São Paulo,25,1996,27.6,4,1,0,25,11,0,9,15,15,0,1,0,118,40,34,54.1,Matches,77980eb9
539,Carlos de Pena,uy URU,MFFW,Internacional,29,1992,29.3,6,0,0,29,24,0,177,54,26,0,0,0,202,31,31,50.0,Matches,6b915aa1
540,Andreas Pereira,br BRA,MF,Flamengo,26,1996,8.8,2,0,0,14,8,1,51,4,5,0,0,0,44,9,8,52.9,Matches,6639e500
541,Egídio Pereira Júnior,br BRA,DFMF,Coritiba,35,1986,14.0,1,1,0,14,18,2,117,20,13,0,1,0,98,11,8,57.9,Matches,6c5b3d31
542,Léo Pereira,br BRA,DF,Flamengo,26,1996,12.4,4,0,0,16,8,2,6,11,9,0,1,0,68,24,10,70.6,Matches,bd247251
543,Hernán Pérez,py PAR,FW,Coritiba,32,1989,1.1,1,0,0,5,2,0,4,0,0,0,0,0,4,2,3,40.0,Matches,e1cea3f7
544,Lucas Perri,br BRA,GK,Botafogo (RJ),24,1997,3.8,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,100.0,Matches,5dbd461a
545,Petterson,br BRA,FWMF,Flamengo,18,2004,0.3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0.0,Matches,9943597e
546,Yan Phillipe,br BRA,FW,Atlético Mineiro,17,2004,0.2,0,0,0,0,3,0,1,0,0,0,0,0,2,0,0,,Matches,03d01a35
547,Del Piage,br BRA,MF,Botafogo (RJ),21,2000,5.7,3,0,0,16,14,0,5,7,13,1,0,0,27,6,5,54.5,Matches,679ca46d
548,Lucas Piazon,br BRA,FWMF,Botafogo (RJ),28,1994,8.3,2,0,0,7,6,1,23,2,9,0,0,0,41,10,19,34.5,Matches,f201798c
549,Yago Pikachu,br BRA,DFMF,Fortaleza,29,1992,13.4,3,0,0,12,30,2,48,5,9,0,0,0,82,4,14,22.2,Matches,462f1e13
550,Mario Pineida,ec ECU,DF,Fluminense,29,1992,3.7,0,0,0,7,6,0,9,2,2,0,0,0,12,5,1,83.3,Matches,2990a468
551,Joaquín Piquerez,uy URU,DF,Palmeiras,23,1998,24.7,5,0,0,22,22,0,54,38,36,0,1,0,166,18,18,50.0,Matches,46009f44
552,Gabriel Pirani,br BRA,FWMF,Santos,19,2002,0.5,0,0,0,3,1,0,2,0,0,0,0,0,2,0,0,,Matches,17205abf
553,Gabriel Pirani,br BRA,MFFW,Cuiabá,19,2002,4.9,1,0,0,6,4,1,14,2,3,0,0,0,23,1,1,50.0,Matches,17205abf
554,Felipe Pires,br BRA,MFFW,Juventude,26,1995,7.4,5,0,0,14,16,3,9,0,1,0,0,0,23,2,4,33.3,Matches,2cd3d3ce
555,Rafael Pires,br BRA,GK,Atlético Mineiro,32,1989,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches,539f6761
556,Lucas Piton,br BRA,DFFW,Corinthians,21,2000,19.7,2,0,0,40,10,1,86,32,23,0,0,0,92,23,27,46.0,Matches,defce7f1
557,Isidro Pitta,py PAR,FW,Juventude,22,1999,26.8,2,0,0,27,51,18,31,4,6,0,0,0,51,35,59,37.2,Matches,e9fc7295
558,Luan Polli,br BRA,GK,Atl Goianiense,28,1993,2.0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,100.0,Matches,96aa89c4
559,Diego Porfirio,br BRA,DF,Coritiba,22,1999,5.0,4,1,1,3,6,1,11,5,6,0,0,0,23,4,8,33.3,Matches,8512d219
560,William Pottker,br BRA,FWMF,Avaí,28,1993,21.9,6,0,0,23,50,12,55,17,11,4,1,0,117,26,49,34.7,Matches,214a16c5
561,Bruno Praxedes,br BRA,MF,Bragantino,19,2002,6.5,3,0,0,13,19,2,13,4,3,0,0,0,40,2,10,16.7,Matches,5dd520a8
562,Erick Pulgar,cl CHI,MF,Flamengo,28,1994,3.9,1,0,0,11,2,0,9,3,3,0,0,0,23,11,5,68.8,Matches,4611e028
563,Jean Pyerre,br BRA,MF,Avaí,23,1998,8.4,2,0,0,4,13,1,26,7,4,0,0,0,51,7,7,50.0,Matches,b41dc073
564,Du Queiroz,br BRA,MF,Corinthians,22,2000,28.9,4,0,0,49,11,1,26,33,29,0,0,0,159,13,18,41.9,Matches,8440b0cb
565,Igor Rabello,br BRA,DF,Atlético Mineiro,26,1995,6.7,1,0,0,7,3,0,0,14,5,0,0,0,27,21,11,65.6,Matches,48048864
566,Rafael,br BRA,DF,Botafogo (RJ),31,1990,3.1,1,0,0,7,3,0,9,9,7,0,0,0,10,1,4,20.0,Matches,9a1f2e1c
567,Caio Rafael,br BRA,FW,Ceará,17,2004,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,Matches,b7cda839
568,Léo Rafael,br BRA,FWMF,Ceará,20,2001,1.0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0.0,Matches,ef1df474
569,Zé Rafael,br BRA,MF,Palmeiras,28,1993,28.5,12,1,1,50,64,1,13,27,30,0,0,0,227,34,18,65.4,Matches,634b1413
570,Rafinha,br BRA,DF,São Paulo,36,1985,28.5,7,1,1,30,21,0,30,32,34,0,0,0,143,18,19,48.6,Matches,d003e213
571,Eric Ramires,br BRA,MFFW,Bragantino,21,2000,12.9,1,2,0,18,11,0,13,4,16,1,1,0,86,5,21,19.2,Matches,37faa4cb
572,Lucas Ramires,br BRA,DF,Juventude,19,2002,0.3,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,100.0,Matches,32395c13
573,Ramon,br BRA,DF,Bragantino,20,2001,8.0,3,1,0,14,7,0,32,11,10,0,0,0,57,8,11,42.1,Matches,fdf88bc0
574,Lucas Ramos,br BRA,MFFW,Internacional,21,2001,0.9,1,0,0,1,4,0,1,2,0,0,0,0,6,1,1,50.0,Matches,c0163100
575,Rafael Ramos,pt POR,DF,Corinthians,27,1995,14.5,3,0,0,21,15,0,36,19,23,0,0,0,81,8,24,25.0,Matches,f8ddf51c
576,Raniele,br BRA,MFDF,Avaí,25,1996,31.3,9,0,0,38,87,0,13,39,33,3,0,0,139,71,56,55.9,Matches,a025365f
577,Wellington Rato,br BRA,FWMF,Atl Goianiense,29,1992,30.9,3,0,0,31,51,5,115,10,22,0,0,0,154,18,27,40.0,Matches,598917cf
578,Raul,br BRA,MF,Bragantino,25,1996,27.5,3,0,0,36,50,0,9,48,42,0,1,0,183,20,22,47.6,Matches,c2f9cf65
579,Pedro Raul,br BRA,FW,Goiás,25,1996,30.5,8,0,0,49,32,20,7,4,9,0,0,0,61,98,135,42.1,Matches,ed074559
580,Leonardo Realpe,ec ECU,DF,Bragantino,20,2001,7.4,3,0,0,6,2,0,2,15,3,0,0,0,51,11,11,50.0,Matches,57701cbd
581,Rafinha Rech,br BRA,FWMF,Juventude,19,2002,4.2,0,0,0,3,1,0,5,4,2,0,0,0,14,6,5,54.5,Matches,a8f19786
582,Régis,br BRA,MF,Coritiba,29,1992,8.5,2,0,0,16,10,1,28,1,10,2,0,0,28,5,16,23.8,Matches,0e2331f3
583,Reinaldo,br BRA,DFFW,São Paulo,32,1989,16.3,3,0,0,16,12,1,138,10,12,0,0,0,84,7,10,41.2,Matches,ab3edc87
584,César Reis,br BRA,GK,Juventude,26,1995,24.3,1,0,0,0,4,0,0,0,0,0,0,0,18,5,0,100.0,Matches,76d4135b
585,Renan,br BRA,DF,Bragantino,19,2002,3.2,1,0,0,2,1,0,0,2,3,0,0,1,22,3,7,30.0,Matches,80c738be
586,Robert Renan,br BRA,DF,Corinthians,18,2003,10.0,2,0,0,6,2,0,0,19,11,0,0,0,43,10,17,37.0,Matches,168a2e81
587,Renato,br BRA,DFMF,Avaí,32,1990,11.3,2,0,0,11,25,5,63,8,9,0,0,0,53,19,27,41.3,Matches,8fe5bdcd
588,Renê,br BRA,DF,Internacional,29,1992,27.5,0,0,0,20,31,0,39,52,49,0,1,0,186,23,22,51.1,Matches,d000ffc7
589,Réver,br BRA,DF,Atlético Mineiro,37,1985,10.5,2,0,0,9,6,0,0,12,9,0,1,0,45,27,13,67.5,Matches,1938fd6a
590,Rhaldney,br BRA,MFFW,Atl Goianiense,23,1998,2.0,1,0,0,5,2,0,1,2,4,0,0,0,16,6,3,66.7,Matches,ae3ef77f
591,Everton Ribeiro,br BRA,MFFW,Flamengo,32,1989,19.9,0,0,0,32,62,1,63,19,20,0,0,0,131,11,28,28.2,Matches,68fb50a2
592,Lucas Ribeiro,br BRA,DFMF,Ceará,23,1999,5.6,2,0,0,7,5,0,0,9,0,0,0,0,30,8,9,47.1,Matches,607d64c6
593,Matheus Ribeiro,br BRA,DF,Avaí,28,1993,0.2,0,0,0,1,0,0,0,0,1,0,0,0,2,0,1,0.0,Matches,7ae055bb
594,Wesley Ribeiro,br BRA,MFFW,Corinthians,16,2005,0.1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,Matches,acf5672b
595,Ricardinho,br BRA,FW,Atl Goianiense,20,2001,2.6,2,0,0,4,3,2,1,0,0,0,0,0,5,4,11,26.7,Matches,45a1777c
596,João Ricardo Riedi,br BRA,GK,Ceará,33,1988,35.0,5,0,0,0,1,0,0,0,1,0,0,0,33,9,0,100.0,Matches,4729d71a
597,Vitor Ricardo,br BRA,DF,Fortaleza,21,2000,1.3,1,0,0,0,0,0,6,0,2,0,0,0,7,1,1,50.0,Matches,1f3906c9
598,Zé Ricardo,br BRA,MF,América (MG),25,1996,2.6,0,0,0,5,4,0,2,5,2,0,0,0,18,1,2,33.3,Matches,352f938e
599,Richard,br BRA,GK,Ceará,30,1991,1.0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches,f2c12e8d
600,Richard,br BRA,MF,Ceará,27,1994,26.3,12,1,0,57,36,3,9,35,38,0,0,0,158,60,37,61.9,Matches,e90aa5da
601,Richardson,br BRA,MF,Ceará,30,1991,23.0,14,1,0,65,38,0,9,20,31,0,1,0,118,26,15,63.4,Matches,ef6b8a6b
602,Rickson,br BRA,MFFW,Atl Goianiense,23,1998,0.8,1,0,0,2,3,1,1,0,2,0,0,0,3,3,7,30.0,Matches,96a35d1b
603,Emiliano Rigoni,ar ARG,FWMF,São Paulo,28,1993,2.7,0,0,0,6,3,0,34,2,3,0,0,0,13,5,1,83.3,Matches,a1216563
604,Rikelme,br BRA,DF,Cuiabá,18,2003,0.2,0,0,0,0,1,0,2,1,0,0,0,0,2,1,0,100.0,Matches,637cdc49
605,Rikelmi,br BRA,DF,Botafogo (RJ),20,2001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,b2ffcf77
606,Cristian Rivas,ve VEN,MF,Cuiabá,25,1997,2.4,2,0,0,3,0,0,1,5,1,0,0,0,16,1,0,100.0,Matches,bc4d05c0
607,Zé Roberto,br BRA,FW,Ceará,28,1993,8.2,3,1,0,24,25,3,5,7,2,1,0,0,19,34,33,50.7,Matches,810033a1
608,Robinho,br BRA,MF,Coritiba,34,1987,9.8,2,0,0,13,14,2,61,6,17,0,0,0,54,0,2,0.0,Matches,8f8809b9
609,Robson,br BRA,FWMF,Fortaleza,30,1991,16.1,6,0,0,47,37,18,20,6,12,1,0,0,51,42,63,40.0,Matches,e29eff7a
610,Felipe Rocha,br BRA,FW,Avaí,19,2002,0.5,0,0,0,0,2,0,0,0,0,0,0,0,5,0,2,0.0,Matches,a961e1c4
611,Kaique Rocha,br BRA,DF,Internacional,20,2001,5.0,2,0,0,3,3,0,1,9,2,0,0,0,18,8,4,66.7,Matches,b31d385e
612,Marcos Rocha,br BRA,DF,Palmeiras,33,1988,25.0,4,0,0,29,20,0,40,31,54,2,0,0,165,18,13,58.1,Matches,fdd2f275
613,Pedro Rocha Neves,br BRA,FW,Atl Paranaense,27,1994,3.1,0,0,0,1,4,1,9,2,1,0,0,0,12,2,7,22.2,Matches,b33e0095
614,Pedro Rocha Neves,br BRA,FWMF,Fortaleza,27,1994,7.7,1,0,0,7,6,5,12,4,5,1,0,0,26,9,8,52.9,Matches,b33e0095
615,Rodinei,br BRA,DF,Flamengo,30,1992,9.8,0,1,0,3,11,0,44,13,17,0,0,1,48,4,7,36.4,Matches,7696cc85
616,Rodrigo,br BRA,FWMF,São Paulo,17,2004,0.8,0,0,0,0,1,0,0,0,1,0,0,0,4,0,1,0.0,Matches,1126f4e2
617,Rodrigo,br BRA,DF,Avaí,23,1998,5.3,2,0,0,3,5,0,2,10,2,0,0,0,24,9,6,60.0,Matches,cdfb04f5
618,Élton Rodrigues Brandão,br BRA,FW,Cuiabá,36,1985,3.3,1,0,0,7,5,2,4,0,1,0,0,0,6,14,12,53.8,Matches,e59be3c8
619,Raphael Rodrigues,br BRA,DF,Avaí,23,1999,1.4,0,0,0,0,1,0,0,0,0,0,0,0,4,3,4,42.9,Matches,548640cf
620,Rodriguinho,br BRA,MF,América (MG),18,2003,2.1,2,0,0,5,5,0,10,5,3,0,0,0,19,3,4,42.9,Matches,4565dde3
621,Romarinho,br BRA,FWMF,Fortaleza,27,1994,14.6,4,1,0,18,32,3,40,4,11,0,0,0,74,5,19,20.8,Matches,1e7d2cc0
622,Braian Romero,ar ARG,FW,Internacional,30,1991,3.8,1,0,0,9,8,1,2,1,6,0,0,0,12,6,14,30.0,Matches,c5cc3130
623,Silvio Romero,ar ARG,FW,Fortaleza,33,1988,12.9,1,0,0,8,10,13,5,2,2,0,0,0,30,8,17,32.0,Matches,6a00c4b0
624,Rômulo,br BRA,FW,Atl Paranaense,19,2002,13.3,1,0,0,14,14,1,5,4,13,0,0,0,50,26,53,32.9,Matches,03dd053e
625,Romulo,br BRA,DF,Juventude,21,2000,1.9,1,0,0,1,2,0,6,2,1,0,0,0,16,3,2,60.0,Matches,395e0e95
626,Rômulo,br BRA,FWMF,Avaí,26,1995,4.7,0,0,0,6,10,0,7,5,4,0,0,0,18,6,6,50.0,Matches,9a6eb94c
627,Ronald,br BRA,MFFW,Fortaleza,24,1997,11.7,5,0,0,21,9,0,10,8,17,0,0,0,79,5,15,25.0,Matches,cc119c66
628,Ronaldo,br BRA,GK,Atl Goianiense,25,1996,18.0,1,0,0,0,2,0,0,0,0,0,0,0,10,2,0,100.0,Matches,711c08dc
629,Budiga Roni,br BRA,MF,Corinthians,22,1999,8.3,5,1,0,15,6,0,5,7,14,0,1,1,52,7,7,50.0,Matches,af433614
630,Rony,br BRA,FW,Palmeiras,26,1995,26.5,3,0,0,37,37,27,32,7,8,1,0,0,57,40,69,36.7,Matches,bffd5e50
631,Vitor Roque,br BRA,FW,Atl Paranaense,16,2005,14.6,6,0,0,29,43,5,3,9,9,5,0,0,37,21,60,25.9,Matches,cb00f1e6
632,Ruan,br BRA,FWMF,Juventude,16,2005,2.5,1,0,0,3,6,0,5,0,5,0,0,0,12,3,2,60.0,Matches,07c41bf4
633,Rubens,br BRA,DFMF,Atlético Mineiro,20,2001,13.7,3,0,0,26,18,0,46,21,31,0,0,0,79,17,21,44.7,Matches,ae23d044
634,Óscar Ruiz,py PAR,MFFW,Juventude,30,1991,11.0,1,0,0,4,15,5,29,5,7,1,0,0,32,15,28,34.9,Matches,620ce7b1
635,Rwan,br BRA,FWMF,Santos,20,2001,5.2,1,0,0,11,14,2,6,4,5,0,0,0,23,13,20,39.4,Matches,568a75fd
636,João Victor Santos Sá,br BRA,FW,Botafogo (RJ),27,1994,19.4,2,0,0,18,30,3,35,16,24,0,0,0,83,12,32,27.3,Matches,1a1033a1
637,Matheus Sales,br BRA,MFDF,Goiás,26,1995,19.9,5,0,0,25,12,0,13,16,24,0,1,0,76,16,23,41.0,Matches,c3c175c4
638,Philipe Sampaio,br BRA,DF,Botafogo (RJ),27,1994,12.5,4,2,1,19,8,2,1,27,8,0,1,0,63,36,17,67.9,Matches,72733d93
639,Carlos Sánchez,uy URU,MF,Santos,37,1984,8.7,3,0,0,11,14,2,63,5,8,0,0,0,44,4,6,40.0,Matches,a6dbad80
640,Sandry,br BRA,MF,Santos,19,2002,7.7,2,0,0,14,6,0,20,11,14,0,1,0,51,2,3,40.0,Matches,8ceeabef
641,Alex Santana,br BRA,MF,Atl Paranaense,26,1995,9.9,4,0,0,17,10,1,0,12,8,0,0,0,73,5,7,41.7,Matches,e75dc411
642,Santos,br BRA,GK,Flamengo,31,1990,19.0,1,0,0,0,2,0,0,0,0,0,0,0,10,3,0,100.0,Matches,b8d0b69c
643,Ademir Santos,br BRA,FWMF,Atlético Mineiro,26,1995,16.6,4,0,0,21,59,12,45,8,18,1,0,0,71,6,30,16.7,Matches,4b7d58c2
644,Chayene Santos,br BRA,MFFW,Botafogo (RJ),31,1990,6.5,3,0,0,10,18,0,17,5,9,0,0,0,33,3,14,17.6,Matches,64a427b4
645,Fábio Santos,br BRA,DF,Corinthians,36,1985,17.4,4,0,0,12,14,0,33,19,15,0,0,0,92,27,21,56.3,Matches,d0d786fd
646,Guilherme Santos,br BRA,FWMF,Bragantino,20,2001,0.5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,Matches,6eae9de6
647,Gustavo Santos,br BRA,FW,Avaí,19,2002,0.2,0,0,0,1,1,0,1,0,0,,,0,,,,,Matches,93913c8e
648,Juan Santos,br BRA,FW,São Paulo,19,2002,0.6,0,0,0,2,1,3,0,0,0,0,0,0,1,0,2,0.0,Matches,ad89aa96
649,Júnior Santos,br BRA,FWMF,Botafogo (RJ),27,1994,11.9,1,0,0,20,12,4,15,2,13,0,1,0,49,19,16,54.3,Matches,9109e933
650,Luis Eduardo Marques dos Santos,br BRA,DF,Atl Goianiense,24,1997,18.2,1,0,0,11,15,2,72,26,19,0,0,0,101,17,14,54.8,Matches,5c5a0d4d
651,Matheus Santos,br BRA,MF,Goiás,23,1998,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,Matches,48125180
652,Rafael Santos,br BRA,DF,Coritiba,23,1998,12.7,2,0,0,8,7,0,72,7,9,0,0,0,60,13,10,56.5,Matches,c72a6057
653,Mateus Sarará,br BRA,MF,Avaí,19,2002,4.8,3,0,0,7,10,0,1,4,3,0,0,0,24,9,5,64.3,Matches,1b4c1c9c
654,Renzo Saravia,ar ARG,DFMF,Botafogo (RJ),28,1993,20.2,10,0,0,36,42,0,46,32,31,0,0,0,137,26,36,41.9,Matches,cf316639
655,Eduardo Sasha,br BRA,FWMF,Atlético Mineiro,29,1992,14.3,1,0,0,11,20,4,9,6,6,0,0,0,45,27,24,52.9,Matches,b938b871
656,Lucas Sasha,br BRA,MF,Fortaleza,31,1990,14.1,2,0,0,21,16,1,8,20,46,0,0,0,98,19,20,48.7,Matches,2e2ec9cf
657,Gustavo Sauer,br BRA,FWMF,Botafogo (RJ),28,1993,3.2,1,0,0,5,4,0,7,1,3,0,0,0,13,4,3,57.1,Matches,fd53959e
658,Jefferson Savarino,ve VEN,FW,Atlético Mineiro,25,1996,1.0,0,0,0,0,2,0,3,0,1,0,0,0,5,0,0,,Matches,91721722
659,Sávio,br BRA,FWMF,Atlético Mineiro,17,2004,2.4,0,0,0,3,7,0,7,3,1,0,0,0,11,1,2,33.3,Matches,fe6e7156
660,Savio,br BRA,DF,Goiás,26,1995,9.4,6,1,1,7,9,0,54,6,12,0,0,0,55,8,10,44.4,Matches,3e8c6e2c
661,Gustavo Scarpa,br BRA,MFFW,Palmeiras,28,1994,28.6,3,0,0,14,72,13,342,13,10,0,0,0,133,20,27,42.6,Matches,2964fd20
662,Cleiton Schwengber,br BRA,GK,Bragantino,24,1997,37.0,3,0,0,2,11,0,0,0,1,0,2,1,36,6,1,85.7,Matches,d24ae824
663,Shaylon,br BRA,FWMF,Atl Goianiense,24,1997,15.0,3,0,0,14,4,2,74,5,9,0,0,0,78,2,18,10.0,Matches,69c11ef0
664,Sidcley,br BRA,DFMF,Cuiabá,28,1993,3.7,0,0,0,0,2,0,6,9,1,0,0,0,13,3,3,50.0,Matches,a5e96539
665,Sidimar,br BRA,DF,Goiás,29,1992,5.0,0,0,0,2,4,0,0,8,4,0,0,0,11,20,6,76.9,Matches,080fc1f0
666,Sidnei,br BRA,DF,Goiás,32,1989,3.3,1,0,0,1,2,0,0,7,3,0,0,0,16,5,5,50.0,Matches,b14d0c5d
667,Pablo Siles,uy URU,MF,Atl Paranaense,24,1997,1.8,2,0,0,7,2,0,2,3,1,0,1,0,14,2,2,50.0,Matches,cca1e0b5
668,Aderlan Silva,br BRA,DF,Bragantino,31,1990,29.7,10,0,0,77,16,5,158,45,62,0,0,0,172,51,36,58.6,Matches,48371573
669,Bruno Silva,br BRA,MF,Avaí,35,1986,28.9,14,1,1,74,37,1,14,30,52,0,0,0,184,48,41,53.9,Matches,6efbf91e
670,Da Silva,br BRA,DF,Goiás,20,2001,6.3,3,0,0,4,1,0,0,7,3,0,0,0,16,20,7,74.1,Matches,4772a037
671,Cristiano da Silva Leite,br BRA,DF,Fluminense,28,1993,8.3,1,0,0,10,12,0,48,10,8,0,0,0,50,9,10,47.4,Matches,2567b7b6
672,Felipe Silva Lipe,br BRA,DF,Avaí,19,2002,3.0,0,0,0,0,0,0,0,9,5,0,0,0,8,2,3,40.0,Matches,6b2bfcda
673,Lucas Silva,br BRA,FWMF,Avaí,24,1998,1.2,0,0,0,1,5,0,3,2,0,0,0,0,7,0,0,,Matches,aa47c6ce
674,Marcão Silva,br BRA,MFDF,Cuiabá,31,1991,14.1,1,0,0,25,6,0,1,11,16,0,0,0,76,34,19,64.2,Matches,e7f8bf4a
675,Márcio Silva,br BRA,DF,Coritiba,20,2001,2.0,0,0,0,0,3,0,0,1,1,0,0,0,3,3,2,60.0,Matches,7ee2ea5b
676,Nathan Silva,br BRA,DF,Atlético Mineiro,24,1997,19.2,8,0,0,36,7,0,2,29,14,0,1,0,111,56,39,58.9,Matches,369d907c
677,Ricardo Silva,br BRA,DF,América (MG),29,1992,8.3,1,0,0,15,7,0,0,7,6,0,1,0,43,31,22,58.5,Matches,a5075276
678,Miguel Silveira,br BRA,MFFW,Bragantino,18,2003,6.3,1,0,0,8,14,0,33,1,6,1,0,0,28,3,5,37.5,Matches,281942c4
679,Vinicius Silvestre,br BRA,GK,Palmeiras,27,1994,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches,1944518a
680,Jailson Siqueira,br BRA,MF,Palmeiras,26,1995,0.2,0,0,0,0,0,0,3,0,0,0,0,0,0,2,3,40.0,Matches,b4819112
681,Everton Soares,br BRA,FWMF,Flamengo,25,1996,15.7,0,1,0,16,19,0,47,6,13,0,0,0,67,11,19,36.7,Matches,b1cbc666
682,Tiquinho Soares,br BRA,FW,Botafogo (RJ),31,1991,13.7,1,0,0,21,41,12,6,2,4,0,0,0,45,39,51,43.3,Matches,4d982baf
683,Fernando Sobral,br BRA,MF,Ceará,27,1994,11.2,2,0,0,14,15,0,9,4,22,0,0,0,62,15,11,57.7,Matches,c012aacd
684,Yeferson Soteldo,ve VEN,FWMF,Santos,24,1997,6.3,1,0,0,4,13,1,38,1,0,0,0,0,20,3,3,50.0,Matches,bbb6c951
685,Yan Souto,br BRA,DF,Goiás,20,2001,6.8,3,0,0,13,2,0,1,11,4,0,3,0,39,16,10,61.5,Matches,2dffc479
686,Hugo Souza,br BRA,GK,Flamengo,23,1999,14.3,3,0,0,0,1,0,0,1,1,0,0,0,19,5,1,83.3,Matches,c02e5af1
687,Igor Vinícius de Souza,br BRA,DFFW,São Paulo,24,1997,12.9,2,0,0,16,11,0,57,12,24,0,0,0,58,14,9,60.9,Matches,ec95088d
688,Bruno Tabata,br BRA,FW,Palmeiras,24,1997,5.2,0,0,0,8,7,0,15,2,5,,,0,,,,,Matches,33fdf90d
689,Tadeu,br BRA,GK,Goiás,29,1992,38.0,0,0,0,0,13,0,0,2,0,0,0,0,23,18,2,90.0,Matches,8445554f
690,Tailson,br BRA,FWDF,Santos,22,1999,0.4,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0.0,Matches,200b381d
691,Taison,br BRA,MFFW,Internacional,34,1988,8.1,6,0,0,8,24,3,13,7,7,0,0,0,39,3,9,25.0,Matches,7272a72a
692,Tchê Tchê,br BRA,MF,Botafogo (RJ),29,1992,25.7,3,0,0,39,43,0,6,27,18,1,0,0,128,7,16,30.4,Matches,5f2caf8f
693,David Terans,uy URU,MF,Atl Paranaense,27,1994,22.3,3,0,0,22,23,6,102,5,10,0,0,0,102,6,30,16.7,Matches,d3d89d8d
694,Miguel Terceros,bo BOL,FW,Santos,17,2004,0.3,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,,Matches,d66ed604
695,Thiago,br BRA,GK,São Paulo,22,1999,2.7,1,0,0,1,0,0,0,0,0,0,1,0,0,3,0,100.0,Matches,602d20ae
696,Guilherme Tinga,br BRA,DF,Fortaleza,28,1993,13.1,3,0,0,15,10,1,28,19,17,0,0,0,86,46,32,59.0,Matches,a8331ab0
697,Titi,br BRA,DF,Fortaleza,33,1988,31.1,2,0,0,54,27,2,2,43,21,0,0,0,173,31,25,55.4,Matches,ea41ddf7
698,Igor Torres,br BRA,FWMF,Fortaleza,21,2000,0.1,1,0,0,2,1,0,1,0,0,0,0,0,1,0,0,,Matches,cc9b11b1
699,Jesús Trindade,uy URU,MF,Coritiba,28,1993,14.6,3,0,0,12,7,0,41,10,17,0,0,0,109,12,12,50.0,Matches,066e9f5d
700,Bruno Tubarão,br BRA,FWMF,Bragantino,26,1995,5.0,0,0,0,5,3,1,26,6,3,0,0,0,16,12,11,52.2,Matches,5411ef4f
701,Uendel,br BRA,DF,Cuiabá,33,1988,14.7,0,0,0,9,7,0,49,10,8,0,0,0,68,21,13,61.8,Matches,0bd9e045
702,Valdemir,br BRA,MF,Coritiba,24,1997,6.9,6,0,0,15,11,0,12,9,12,0,0,0,38,7,6,53.8,Matches,82cca681
703,Valdívia,br BRA,MFFW,Cuiabá,27,1994,15.4,4,1,0,17,26,2,63,8,10,0,0,0,56,16,32,33.3,Matches,e12be458
704,Vanderlan,br BRA,DF,Palmeiras,19,2002,7.2,0,0,0,13,8,0,25,18,9,0,0,0,31,4,6,40.0,Matches,bd8432ff
705,Guillermo Varela,uy URU,DF,Flamengo,28,1993,2.9,0,0,0,1,6,0,5,8,4,0,0,0,13,1,5,16.7,Matches,5c961282
706,Eduardo Vargas,cl CHI,FW,Atlético Mineiro,32,1989,12.7,2,0,0,13,18,6,5,4,6,0,0,0,59,15,19,44.1,Matches,bd603c00
707,Matheus de Vargas,br BRA,MF,Fortaleza,25,1996,4.6,2,0,0,12,11,3,5,3,2,0,0,0,20,8,12,40.0,Matches,e43a07d4
708,Jhon Vasquez,co COL,FWMF,Ceará,26,1995,4.6,2,0,0,9,11,4,18,1,5,0,0,0,14,7,9,43.8,Matches,b6832e5e
709,Rafael Vaz,br BRA,DF,Avaí,33,1988,15.5,2,0,0,8,6,0,8,12,9,0,1,0,65,32,18,64.0,Matches,244fc074
710,Raphael Veiga,br BRA,MF,Palmeiras,26,1995,14.0,1,0,0,18,33,4,42,3,10,0,0,0,47,7,9,43.8,Matches,6e5a3bc7
