Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches,-9999
593,Matheus Ribeiro,br BRA,DF,Avaí,28,1993,0.2,4,1,3,1,0,0,4,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches,7ae055bb
594,Wesley Ribeiro,br BRA,MFFW,Corinthians,16,2005,0.1,11,0,0,4,7,0,11,1,0,0.0,1,100.0,7,35,2,0,0,0,2,0,6,2,Matches,acf5672b
595,Ricardinho,br BRA,FW,Atl Goianiense,20,2001,2.6,79,0,1,38,40,14,79,1,0,0.0,1,100.0,41,169,47,2,3,1,13,0,57,22,Matches,45a1777c
596,João Ricardo Riedi,br BRA,GK,Ceará,33,1988,35.0,1122,908,1120,2,0,0,1122,0,0,,0,,580,3542,2432,0,0,0,1,0,397,0,Matches,4729d71a
597,Vitor Ricardo,br BRA,DF,Fortaleza,21,2000,1.3,71,1,14,38,21,0,71,2,1,50.0,1,50.0,44,235,116,2,3,0,3,0,46,9,Matches,1f3906c9
598,Zé Ricardo,br BRA,MF,América (MG),25,1996,2.6,180,14,52,101,29,0,180,4,3,75.0,1,25.0,124,532,265,3,7,1,3,3,130,2,Matches,352f938e
599,Richard,br BRA,GK,Ceará,30,1991,1.0,25,21,25,0,0,0,25,0,0,,0,,12,56,45,0,0,0,0,0,14,0,Matches,f2c12e8d
600,Richard,br BRA,MF,Ceará,27,1994,26.3,1668,101,395,1007,278,36,1668,32,18,56.3,12,37.5,896,3945,1640,15,23,4,33,25,1077,57,Matches,e90aa5da
601,Richardson,br BRA,MF,Ceará,30,1991,23.0,1147,37,238,743,187,3,1147,28,16,57.1,7,25.0,636,3417,1684,24,23,1,21,9,737,31,Matches,ef6b8a6b
602,Rickson,br BRA,MFFW,Atl Goianiense,23,1998,0.8,48,2,10,20,18,5,48,0,0,,0,,18,92,44,2,1,1,2,1,27,1,Matches,96a35d1b
603,Emiliano Rigoni,ar ARG,FWMF,São Paulo,28,1993,2.7,193,3,17,74,105,9,193,12,4,33.3,8,66.7,98,769,364,15,10,5,9,5,125,35,Matches,a1216563
604,Rikelme,br BRA,DF,Cuiabá,18,2003,0.2,20,0,3,8,9,1,20,0,0,,0,,11,49,37,0,0,0,0,0,13,2,Matches,637cdc49
605,Rikelmi,br BRA,DF,Botafogo (RJ),20,2001,0.0,6,0,0,1,5,2,6,1,0,0.0,1,100.0,3,12,0,0,0,0,0,1,3,2,Matches,b2ffcf77
606,Cristian Rivas,ve VEN,MF,Cuiabá,25,1997,2.4,136,2,26,83,27,1,136,2,0,0.0,2,100.0,68,309,121,0,1,0,0,2,97,5,Matches,bc4d05c0
607,Zé Roberto,br BRA,FW,Ceará,28,1993,8.2,293,9,23,124,147,34,292,30,11,36.7,19,63.3,162,946,335,11,14,6,19,20,216,41,Matches,810033a1
608,Robinho,br BRA,MF,Coritiba,34,1987,9.8,724,9,90,387,253,13,724,6,4,66.7,2,33.3,445,1840,847,15,18,1,14,12,513,46,Matches,8f8809b9
609,Robson,br BRA,FWMF,Fortaleza,30,1991,16.1,569,21,55,242,280,58,568,45,17,37.8,23,51.1,313,1634,699,24,16,9,54,18,401,113,Matches,e29eff7a
610,Felipe Rocha,br BRA,FW,Avaí,19,2002,0.5,22,0,5,13,4,1,22,4,1,25.0,1,25.0,11,83,28,1,0,1,5,2,9,3,Matches,a961e1c4
611,Kaique Rocha,br BRA,DF,Internacional,20,2001,5.0,275,35,144,120,11,4,275,2,0,0.0,2,100.0,175,706,371,1,2,0,0,0,186,3,Matches,b31d385e
612,Marcos Rocha,br BRA,DF,Palmeiras,33,1988,25.0,2269,109,627,1258,407,27,2269,29,16,55.2,11,37.9,1233,6601,4315,52,39,4,13,8,1471,72,Matches,fdd2f275
613,Pedro Rocha Neves,br BRA,FW,Atl Paranaense,27,1994,3.1,108,1,16,36,57,7,108,15,8,53.3,7,46.7,71,439,259,10,4,1,6,6,73,21,Matches,b33e0095
614,Pedro Rocha Neves,br BRA,FWMF,Fortaleza,27,1994,7.7,268,5,37,99,135,25,267,28,12,42.9,13,46.4,167,1093,500,19,13,11,27,12,185,44,Matches,b33e0095
615,Rodinei,br BRA,DF,Flamengo,30,1992,9.8,697,13,113,284,310,21,697,43,22,51.2,14,32.6,449,3291,1977,55,36,8,14,13,470,97,Matches,7696cc85
616,Rodrigo,br BRA,FWMF,São Paulo,17,2004,0.8,48,0,2,28,19,2,48,3,0,0.0,3,100.0,27,142,62,2,3,1,1,1,39,6,Matches,1126f4e2
617,Rodrigo,br BRA,DF,Avaí,23,1998,5.3,330,41,180,146,8,1,330,0,0,,0,,211,1105,675,5,2,0,1,0,229,0,Matches,cdfb04f5
618,Élton Rodrigues Brandão,br BRA,FW,Cuiabá,36,1985,3.3,109,3,8,47,54,19,108,1,0,0.0,1,100.0,55,254,74,2,1,1,3,6,88,15,Matches,e59be3c8
619,Raphael Rodrigues,br BRA,DF,Avaí,23,1999,1.4,105,15,63,43,0,0,105,0,0,,0,,81,307,150,0,0,0,1,0,82,0,Matches,548640cf
620,Rodriguinho,br BRA,MF,América (MG),18,2003,2.1,105,3,26,54,29,2,105,6,2,33.3,4,66.7,56,320,139,4,4,0,2,3,62,5,Matches,4565dde3
621,Romarinho,br BRA,FWMF,Fortaleza,27,1994,14.6,643,6,48,280,328,44,643,72,41,56.9,23,31.9,424,2775,1380,48,25,20,32,24,480,124,Matches,1e7d2cc0
622,Braian Romero,ar ARG,FW,Internacional,30,1991,3.8,124,4,16,53,57,19,124,7,0,0.0,5,71.4,66,317,108,4,6,1,5,6,83,25,Matches,c5cc3130
623,Silvio Romero,ar ARG,FW,Fortaleza,33,1988,12.9,333,15,34,125,177,54,332,12,5,41.7,7,58.3,186,842,389,14,15,7,30,22,240,59,Matches,6a00c4b0
624,Rômulo,br BRA,FW,Atl Paranaense,19,2002,13.3,453,24,88,158,216,38,453,31,15,48.4,14,45.2,238,1354,607,16,13,4,32,9,275,59,Matches,03dd053e
625,Romulo,br BRA,DF,Juventude,21,2000,1.9,116,11,63,34,19,2,116,2,0,0.0,2,100.0,52,259,125,2,2,0,0,0,48,2,Matches,395e0e95
626,Rômulo,br BRA,FWMF,Avaí,26,1995,4.7,207,5,20,116,75,9,207,17,8,47.1,7,41.2,124,630,303,6,7,1,15,5,144,28,Matches,9a6eb94c
627,Ronald,br BRA,MFFW,Fortaleza,24,1997,11.7,527,7,83,323,133,13,527,39,20,51.3,14,35.9,322,2378,1206,26,21,3,23,21,332,25,Matches,cc119c66
628,Ronaldo,br BRA,GK,Atl Goianiense,25,1996,18.0,534,484,533,1,0,0,534,0,0,,0,,268,1271,761,0,0,0,0,0,212,0,Matches,711c08dc
629,Budiga Roni,br BRA,MF,Corinthians,22,1999,8.3,422,16,100,247,82,10,422,2,2,100.0,0,0.0,248,1038,410,10,8,2,10,8,281,21,Matches,af433614
630,Rony,br BRA,FW,Palmeiras,26,1995,26.5,674,20,52,209,420,143,674,35,12,34.3,19,54.3,366,2220,962,46,25,21,65,16,476,170,Matches,bffd5e50
631,Vitor Roque,br BRA,FW,Atl Paranaense,16,2005,14.6,372,0,18,143,221,68,372,47,15,31.9,32,68.1,224,1096,433,13,19,8,65,30,244,67,Matches,cb00f1e6
632,Ruan,br BRA,FWMF,Juventude,16,2005,2.5,86,2,13,32,43,9,86,15,7,46.7,6,40.0,52,417,220,6,5,4,6,5,49,13,Matches,07c41bf4
633,Rubens,br BRA,DFMF,Atlético Mineiro,20,2001,13.7,787,26,177,328,292,33,787,37,25,67.6,11,29.7,395,2078,974,41,16,10,31,15,450,102,Matches,ae23d044
634,Óscar Ruiz,py PAR,MFFW,Juventude,30,1991,11.0,392,7,44,170,182,33,392,30,11,36.7,19,63.3,218,1330,620,22,15,5,24,16,263,70,Matches,620ce7b1
635,Rwan,br BRA,FWMF,Santos,20,2001,5.2,246,7,18,94,139,42,245,19,10,52.6,7,36.8,141,727,272,11,8,8,29,11,178,62,Matches,568a75fd
636,João Victor Santos Sá,br BRA,FW,Botafogo (RJ),27,1994,19.4,864,5,102,377,397,75,864,92,45,48.9,41,44.6,548,3423,1662,51,39,31,56,30,599,200,Matches,1a1033a1
637,Matheus Sales,br BRA,MFDF,Goiás,26,1995,19.9,710,65,203,396,117,10,710,21,11,52.4,9,42.9,319,1753,648,9,15,0,13,9,360,17,Matches,c3c175c4
638,Philipe Sampaio,br BRA,DF,Botafogo (RJ),27,1994,12.5,840,113,422,409,13,5,840,7,3,42.9,4,57.1,517,2331,1181,0,2,0,5,0,548,1,Matches,72733d93
639,Carlos Sánchez,uy URU,MF,Santos,37,1984,8.7,441,4,54,213,178,10,441,9,3,33.3,4,44.4,202,844,471,5,7,0,7,5,255,47,Matches,a6dbad80
640,Sandry,br BRA,MF,Santos,19,2002,7.7,607,12,81,423,106,4,607,6,3,50.0,3,50.0,361,1635,814,15,11,1,2,3,422,13,Matches,8ceeabef
641,Alex Santana,br BRA,MF,Atl Paranaense,26,1995,9.9,459,18,86,297,95,15,459,19,15,78.9,2,10.5,292,2193,1329,28,31,0,13,7,301,18,Matches,e75dc411
642,Santos,br BRA,GK,Flamengo,31,1990,19.0,590,524,590,0,0,0,590,0,0,,0,,369,1629,1124,0,0,0,1,0,278,0,Matches,b8d0b69c
643,Ademir Santos,br BRA,FWMF,Atlético Mineiro,26,1995,16.6,696,6,78,230,402,68,696,81,35,43.2,42,51.9,471,3864,1721,64,46,17,43,23,493,150,Matches,4b7d58c2
644,Chayene Santos,br BRA,MFFW,Botafogo (RJ),31,1990,6.5,298,2,32,151,122,19,298,22,14,63.6,8,36.4,187,1034,366,14,7,5,17,17,204,28,Matches,64a427b4
645,Fábio Santos,br BRA,DF,Corinthians,36,1985,17.4,1444,56,432,763,257,16,1442,7,4,57.1,3,42.9,751,2885,1556,20,15,3,11,5,946,64,Matches,d0d786fd
646,Guilherme Santos,br BRA,FWMF,Bragantino,20,2001,0.5,19,0,2,8,10,1,19,2,0,0.0,2,100.0,12,106,41,2,3,0,0,1,11,4,Matches,6eae9de6
647,Gustavo Santos,br BRA,FW,Avaí,19,2002,0.2,,,,,,,,,,,,,,,,,,,,,,,Matches,93913c8e
648,Juan Santos,br BRA,FW,São Paulo,19,2002,0.6,24,1,3,7,14,1,24,4,2,50.0,2,50.0,14,85,25,1,0,1,5,1,18,8,Matches,ad89aa96
649,Júnior Santos,br BRA,FWMF,Botafogo (RJ),27,1994,11.9,449,16,65,203,191,43,449,39,17,43.6,18,46.2,287,2262,912,29,15,7,44,26,319,70,Matches,9109e933
650,Luis Eduardo Marques dos Santos,br BRA,DF,Atl Goianiense,24,1997,18.2,1139,79,403,412,338,23,1139,37,14,37.8,17,45.9,583,3032,1556,26,26,6,23,9,612,117,Matches,5c5a0d4d
651,Matheus Santos,br BRA,MF,Goiás,23,1998,0.1,3,0,1,1,1,0,3,2,1,50.0,1,50.0,1,4,2,0,0,0,0,0,2,0,Matches,48125180
652,Rafael Santos,br BRA,DF,Coritiba,23,1998,12.7,646,61,195,255,206,4,646,12,5,41.7,6,50.0,264,1384,725,16,16,1,11,5,297,40,Matches,c72a6057
653,Mateus Sarará,br BRA,MF,Avaí,19,2002,4.8,299,22,79,188,35,2,299,3,2,66.7,0,0.0,170,730,356,4,4,0,1,3,198,1,Matches,1b4c1c9c
654,Renzo Saravia,ar ARG,DFMF,Botafogo (RJ),28,1993,20.2,1240,73,339,678,252,22,1240,82,31,37.8,48,58.5,641,4670,2705,57,38,3,44,19,641,50,Matches,cf316639
655,Eduardo Sasha,br BRA,FWMF,Atlético Mineiro,29,1992,14.3,547,8,44,271,236,62,547,21,8,38.1,12,57.1,333,1334,551,9,12,5,23,11,422,94,Matches,b938b871
656,Lucas Sasha,br BRA,MF,Fortaleza,31,1990,14.1,697,40,164,434,106,12,697,9,5,55.6,2,22.2,328,1648,776,8,11,2,18,8,362,21,Matches,2e2ec9cf
657,Gustavo Sauer,br BRA,FWMF,Botafogo (RJ),28,1993,3.2,140,2,14,68,63,5,140,9,6,66.7,3,33.3,62,492,188,5,6,0,5,4,83,19,Matches,fd53959e
658,Jefferson Savarino,ve VEN,FW,Atlético Mineiro,25,1996,1.0,48,0,5,21,22,4,48,4,3,75.0,1,25.0,34,217,97,2,3,0,0,3,39,11,Matches,91721722
659,Sávio,br BRA,FWMF,Atlético Mineiro,17,2004,2.4,107,0,5,41,67,5,107,16,13,81.3,3,18.8,80,752,429,14,7,3,12,1,81,25,Matches,fe6e7156
660,Savio,br BRA,DF,Goiás,26,1995,9.4,536,33,190,218,139,5,536,8,3,37.5,4,50.0,247,1579,967,21,8,0,9,2,252,14,Matches,3e8c6e2c
661,Gustavo Scarpa,br BRA,MFFW,Palmeiras,28,1994,28.6,1755,18,174,618,985,63,1750,67,25,37.3,37,55.2,1033,6278,3023,79,61,13,53,35,1151,274,Matches,2964fd20
662,Cleiton Schwengber,br BRA,GK,Bragantino,24,1997,37.0,1334,1052,1308,27,0,0,1334,0,0,,0,,844,4538,2540,0,0,0,0,0,625,0,Matches,d24ae824
663,Shaylon,br BRA,FWMF,Atl Goianiense,24,1997,15.0,793,28,122,351,332,30,793,25,12,48.0,11,44.0,502,3207,1590,43,34,5,16,12,538,101,Matches,69c11ef0
664,Sidcley,br BRA,DFMF,Cuiabá,28,1993,3.7,211,6,50,98,64,6,211,7,1,14.3,5,71.4,130,659,372,8,9,1,2,3,134,19,Matches,a5e96539
665,Sidimar,br BRA,DF,Goiás,29,1992,5.0,163,37,109,48,6,3,163,0,0,,0,,64,309,186,1,1,0,1,0,74,1,Matches,080fc1f0
666,Sidnei,br BRA,DF,Goiás,32,1989,3.3,111,29,70,36,5,2,111,2,1,50.0,1,50.0,47,264,141,1,2,0,1,1,45,0,Matches,b14d0c5d
667,Pablo Siles,uy URU,MF,Atl Paranaense,24,1997,1.8,79,3,20,45,14,1,79,2,0,0.0,2,100.0,39,169,67,2,2,0,0,2,33,3,Matches,cca1e0b5
668,Aderlan Silva,br BRA,DF,Bragantino,31,1990,29.7,1938,95,527,832,592,36,1938,37,17,45.9,20,54.1,989,5419,2703,51,45,11,37,18,980,125,Matches,48371573
669,Bruno Silva,br BRA,MF,Avaí,35,1986,28.9,1710,88,389,1066,271,31,1710,29,19,65.5,9,31.0,905,4077,1661,22,22,5,25,25,1090,61,Matches,6efbf91e
670,Da Silva,br BRA,DF,Goiás,20,2001,6.3,297,51,153,132,12,3,297,1,1,100.0,0,0.0,148,853,479,1,2,0,5,0,166,0,Matches,4772a037
671,Cristiano da Silva Leite,br BRA,DF,Fluminense,28,1993,8.3,555,18,142,243,172,10,555,18,8,44.4,8,44.4,293,1365,677,15,13,1,10,12,325,53,Matches,2567b7b6
672,Felipe Silva Lipe,br BRA,DF,Avaí,19,2002,3.0,143,46,105,36,2,2,143,0,0,,0,,86,390,199,1,2,2,1,0,87,0,Matches,6b2bfcda
673,Lucas Silva,br BRA,FWMF,Avaí,24,1998,1.2,46,2,5,21,20,6,46,1,0,0.0,1,100.0,33,191,95,2,3,1,3,2,31,8,Matches,aa47c6ce
674,Marcão Silva,br BRA,MFDF,Cuiabá,31,1991,14.1,599,51,202,295,113,25,599,16,11,68.8,5,31.3,261,1183,591,10,10,0,10,8,289,10,Matches,e7f8bf4a
675,Márcio Silva,br BRA,DF,Coritiba,20,2001,2.0,63,21,46,15,3,3,63,0,0,,0,,20,102,31,0,0,0,0,0,29,0,Matches,7ee2ea5b
676,Nathan Silva,br BRA,DF,Atlético Mineiro,24,1997,19.2,1317,136,627,664,31,14,1317,0,0,,0,,789,3169,1999,6,4,0,7,1,874,4,Matches,369d907c
677,Ricardo Silva,br BRA,DF,América (MG),29,1992,8.3,372,67,212,149,13,8,372,1,0,0.0,1,100.0,167,884,540,2,0,0,2,1,188,1,Matches,a5075276
678,Miguel Silveira,br BRA,MFFW,Bragantino,18,2003,6.3,273,2,37,116,122,18,273,12,2,16.7,9,75.0,169,970,501,17,10,3,15,10,167,38,Matches,281942c4
679,Vinicius Silvestre,br BRA,GK,Palmeiras,27,1994,1.0,21,18,21,0,0,0,21,0,0,,0,,17,123,97,0,0,0,0,0,8,0,Matches,1944518a
680,Jailson Siqueira,br BRA,MF,Palmeiras,26,1995,0.2,15,0,1,5,9,2,15,0,0,,0,,7,7,2,0,0,0,0,0,9,0,Matches,b4819112
681,Everton Soares,br BRA,FWMF,Flamengo,25,1996,15.7,729,4,44,209,497,117,729,108,52,48.1,48,44.4,518,3864,2025,80,38,43,40,37,530,173,Matches,b1cbc666
682,Tiquinho Soares,br BRA,FW,Botafogo (RJ),31,1991,13.7,531,19,47,277,213,66,530,29,15,51.7,10,34.5,315,1478,491,18,10,7,51,30,419,89,Matches,4d982baf
683,Fernando Sobral,br BRA,MF,Ceará,27,1994,11.2,677,31,125,392,169,7,677,21,13,61.9,7,33.3,405,2464,1369,28,29,1,12,13,476,27,Matches,c012aacd
684,Yeferson Soteldo,ve VEN,FWMF,Santos,24,1997,6.3,297,1,18,109,174,22,297,42,21,50.0,12,28.6,216,1949,1096,36,22,14,21,21,245,71,Matches,bbb6c951
685,Yan Souto,br BRA,DF,Goiás,20,2001,6.8,325,68,191,126,11,6,325,2,2,100.0,0,0.0,154,653,353,3,2,0,4,2,159,1,Matches,2dffc479
686,Hugo Souza,br BRA,GK,Flamengo,23,1999,14.3,370,296,366,4,0,0,370,0,0,,0,,194,951,587,0,0,0,0,0,163,0,Matches,c02e5af1
687,Igor Vinícius de Souza,br BRA,DFFW,São Paulo,24,1997,12.9,888,19,156,407,335,29,888,44,23,52.3,17,38.6,473,3149,1758,46,40,9,37,10,530,107,Matches,ec95088d
688,Bruno Tabata,br BRA,FW,Palmeiras,24,1997,5.2,,,,,,,,,,,,,,,,,,,,,,,Matches,33fdf90d
689,Tadeu,br BRA,GK,Goiás,29,1992,38.0,1414,1190,1408,6,1,1,1414,1,1,100.0,0,0.0,722,4664,3105,0,0,0,0,0,449,0,Matches,8445554f
690,Tailson,br BRA,FWDF,Santos,22,1999,0.4,28,0,1,19,9,1,28,5,4,80.0,1,20.0,16,80,37,1,0,1,1,0,19,3,Matches,200b381d
691,Taison,br BRA,MFFW,Internacional,34,1988,8.1,485,6,29,251,221,13,485,23,14,60.9,9,39.1,334,2692,1600,52,49,4,16,10,381,47,Matches,7272a72a
692,Tchê Tchê,br BRA,MF,Botafogo (RJ),29,1992,25.7,1284,29,252,894,150,13,1284,18,12,66.7,4,22.2,826,4645,2138,27,19,3,21,16,930,15,Matches,5f2caf8f
693,David Terans,uy URU,MF,Atl Paranaense,27,1994,22.3,1049,5,75,461,535,75,1042,65,31,47.7,33,50.8,607,3239,1509,45,39,12,67,25,658,105,Matches,d3d89d8d
694,Miguel Terceros,bo BOL,FW,Santos,17,2004,0.3,24,0,0,7,18,1,24,2,1,50.0,1,50.0,18,176,110,3,5,1,0,1,19,3,Matches,d66ed604
695,Thiago,br BRA,GK,São Paulo,22,1999,2.7,104,91,104,0,0,0,104,0,0,,0,,68,282,147,0,0,0,0,0,58,0,Matches,602d20ae
696,Guilherme Tinga,br BRA,DF,Fortaleza,28,1993,13.1,870,76,281,435,161,14,870,21,10,47.6,10,47.6,385,2164,1146,15,17,1,8,5,422,26,Matches,a8331ab0
697,Titi,br BRA,DF,Fortaleza,33,1988,31.1,1363,168,646,702,33,12,1363,12,6,50.0,5,41.7,815,5218,3160,30,13,1,17,4,807,6,Matches,ea41ddf7
698,Igor Torres,br BRA,FWMF,Fortaleza,21,2000,0.1,15,0,4,4,7,1,15,2,1,50.0,1,50.0,9,22,1,0,1,0,2,2,10,2,Matches,cc9b11b1
699,Jesús Trindade,uy URU,MF,Coritiba,28,1993,14.6,841,37,232,509,111,1,841,11,8,72.7,2,18.2,472,2699,1374,16,9,0,14,13,508,6,Matches,066e9f5d
700,Bruno Tubarão,br BRA,FWMF,Bragantino,26,1995,5.0,226,2,20,99,113,14,226,12,7,58.3,5,41.7,160,1274,656,28,14,6,5,12,174,37,Matches,5411ef4f
701,Uendel,br BRA,DF,Cuiabá,33,1988,14.7,919,40,302,406,221,12,919,10,6,60.0,4,40.0,444,1852,1131,18,19,0,7,5,525,34,Matches,0bd9e045
702,Valdemir,br BRA,MF,Coritiba,24,1997,6.9,459,15,112,274,78,1,459,17,11,64.7,6,35.3,284,1383,607,7,6,0,12,9,326,10,Matches,82cca681
703,Valdívia,br BRA,MFFW,Cuiabá,27,1994,15.4,669,12,78,267,337,42,669,44,27,61.4,13,29.5,448,3010,1385,53,40,7,36,20,491,116,Matches,e12be458
704,Vanderlan,br BRA,DF,Palmeiras,19,2002,7.2,381,15,100,192,93,4,381,4,1,25.0,3,75.0,229,1451,851,19,11,3,2,3,223,27,Matches,bd8432ff
705,Guillermo Varela,uy URU,DF,Flamengo,28,1993,2.9,167,14,44,81,44,2,167,5,1,20.0,1,20.0,92,424,240,8,3,0,4,3,95,13,Matches,5c961282
706,Eduardo Vargas,cl CHI,FW,Atlético Mineiro,32,1989,12.7,641,8,43,310,300,47,639,42,25,59.5,16,38.1,451,3195,1148,29,26,2,42,14,489,90,Matches,bd603c00
707,Matheus de Vargas,br BRA,MF,Fortaleza,25,1996,4.6,211,3,26,106,83,10,211,16,10,62.5,5,31.3,128,778,390,18,8,0,20,6,147,26,Matches,e43a07d4
708,Jhon Vasquez,co COL,FWMF,Ceará,26,1995,4.6,182,6,20,70,97,16,182,11,7,63.6,3,27.3,122,835,347,14,9,3,13,5,129,39,Matches,b6832e5e
709,Rafael Vaz,br BRA,DF,Avaí,33,1988,15.5,1000,141,496,463,49,9,1000,6,5,83.3,1,16.7,560,2700,1757,6,12,0,7,5,655,3,Matches,244fc074
710,Raphael Veiga,br BRA,MF,Palmeiras,26,1995,14.0,669,6,52,362,262,45,666,35,23,65.7,10,28.6,426,2158,1046,37,27,3,30,25,520,86,Matches,6e5a3bc7
711,Emiliano Velázquez,uy URU,DF,Santos,27,1994,6.0,411,48,181,214,19,4,411,3,3,100.0,0,0.0,214,852,386,0,4,0,2,2,274,0,Matches,5efb80d5
712,Fausto Vera,ar ARG,MF,Corinthians,21,2000,14.5,1202,55,286,802,127,18,1202,10,4,40.0,3,30.0,723,3715,1724,16,17,1,21,11,840,5,Matches,8b3b381b
713,Gabriel Veron,br BRA,FWMF,Palmeiras,19,2002,6.3,208,5,35,77,106,23,208,22,11,50.0,11,50.0,118,993,512,20,14,6,10,10,129,47,Matches,6bc49da7
714,João Vialle,br BRA,DF,Atl Paranaense,19,2002,0.3,19,0,7,11,2,0,19,1,1,100.0,0,0.0,10,79,46,1,0,0,0,0,12,0,Matches,c63a8bf0
715,João Victor,br BRA,MF,Ceará,17,2004,0.2,19,0,0,10,9,1,19,1,0,0.0,1,100.0,17,99,35,0,0,0,1,2,16,3,Matches,e78d763e
716,João Victor,br BRA,DF,Corinthians,23,1998,5.4,368,42,218,145,6,5,368,4,2,50.0,2,50.0,213,1183,554,1,1,0,6,1,242,1,Matches,d60cf08d
717,Marcos Victor,br BRA,DF,Ceará,20,2001,4.0,237,35,121,109,9,1,237,4,4,100.0,0,0.0,145,961,687,6,5,1,2,2,144,0,Matches,d714fc5a
718,Arturo Vidal,cl CHI,MF,Flamengo,34,1987,9.3,865,10,117,481,272,15,864,5,2,40.0,1,20.0,535,1908,1016,13,23,0,10,1,652,32,Matches,67cdbc0e
719,Caio Vidal,br BRA,FWMF,Internacional,21,2000,1.7,42,0,9,19,16,6,42,4,2,50.0,2,50.0,37,233,78,4,3,2,6,5,35,7,Matches,599ab970
720,Elvis Vieira Araújo,br BRA,MFFW,Goiás,31,1990,9.4,601,5,59,368,184,8,598,11,4,36.4,7,63.6,326,1556,834,11,11,2,13,9,392,33,Matches,b5391b63
721,Gabriel Vieira,br BRA,FW,Palmeiras,19,2002,0.1,2,0,0,0,2,0,2,0,0,,0,,1,0,0,0,0,0,1,0,1,0,Matches,63904ba9
722,Luan Vieira,br BRA,MFFW,Santos,28,1993,5.0,307,1,27,191,94,6,307,13,5,38.5,6,46.2,196,965,412,6,8,1,10,8,240,21,Matches,c4f6bf06
723,Marcos Vinicios Sorriso,br BRA,FW,Bragantino,20,2001,15.0,673,11,94,237,351,50,673,47,11,23.4,30,63.8,463,2982,1288,35,40,5,44,30,477,150,Matches,e816a8ee
724,Vinícius,br BRA,FWMF,Ceará,30,1991,26.7,1454,16,142,721,618,55,1454,33,16,48.5,16,48.5,876,4060,2003,47,51,5,29,23,1036,138,Matches,ee01c84d
725,Vinicius,br BRA,MFDF,Santos,22,1999,0.8,44,4,12,23,10,2,44,2,1,50.0,0,0.0,13,107,59,2,1,0,3,1,15,0,Matches,ab3ef9c4
726,Vinícius,br BRA,MFFW,Goiás,28,1993,21.7,817,23,110,324,402,53,817,73,32,43.8,39,53.4,511,4035,2278,76,48,12,51,18,565,145,Matches,b6bd2b80
727,Vinícius,br BRA,FW,Botafogo (RJ),22,1999,9.7,333,15,55,163,122,23,333,40,17,42.5,22,55.0,214,1161,522,14,15,6,23,16,209,57,Matches,ecce7383
728,Caio Vinícius,br BRA,MF,Goiás,23,1999,17.3,714,55,205,399,122,21,714,21,14,66.7,6,28.6,343,1670,777,10,8,0,26,17,369,20,Matches,8529df9f
729,Mateus Vital,br BRA,FWMF,Corinthians,23,1998,8.2,425,6,54,201,178,12,425,41,17,41.5,19,46.3,266,1742,826,21,13,4,10,12,299,50,Matches,db9c8fa4
730,Vitão,br BRA,DF,Internacional,21,2000,31.0,1523,264,824,678,23,15,1523,2,0,0.0,2,100.0,871,3700,2155,4,1,0,2,1,994,1,Matches,d4f034db
731,Vitinho,br BRA,FW,Atl Paranaense,22,1999,15.9,614,13,98,217,307,60,614,40,16,40.0,23,57.5,377,2380,1238,47,32,15,36,24,423,138,Matches,06d4b2e4
732,Vitinho,br BRA,FWMF,Flamengo,28,1993,5.3,263,7,27,100,140,29,263,20,11,55.0,9,45.0,170,1046,526,18,11,5,9,5,201,45,Matches,a9e68c94
733,Vitinho,br BRA,FWMF,Avaí,21,2000,4.0,146,5,14,83,54,12,146,16,8,50.0,4,25.0,103,671,375,15,10,3,18,8,114,28,Matches,5e5cc7a9
734,João Vitor,br BRA,MF,Coritiba,21,2000,0.1,2,0,1,2,0,0,2,1,1,100.0,0,0.0,3,45,13,1,0,0,1,0,2,0,Matches,b8d3d5ee
735,Vladimir,br BRA,GK,Avaí,32,1989,22.5,724,650,724,0,0,0,724,0,0,,0,,363,1426,858,0,0,0,0,0,265,0,Matches,bbae502c
736,Max Walef,br BRA,GK,Fortaleza,28,1993,5.0,108,97,108,0,0,0,108,0,0,,0,,67,329,218,0,0,0,0,0,45,0,Matches,6411a48d
737,Walter,br BRA,GK,Cuiabá,34,1987,27.4,793,688,792,1,0,0,793,1,0,0.0,1,100.0,386,2361,1702,0,0,0,1,0,241,0,Matches,8bae322b
738,Wanderson,br BRA,DF,Atl Goianiense,30,1991,27.2,1344,255,788,537,21,11,1344,1,1,100.0,0,0.0,764,3669,1840,2,3,1,5,2,870,1,Matches,f612025c
739,Wanderson,br BRA,FWMF,Internacional,27,1994,17.8,741,7,73,226,463,78,741,74,43,58.1,28,37.8,512,4082,2157,96,50,36,35,17,557,169,Matches,5da33b33
740,Warley,br BRA,FWMF,Coritiba,22,1999,6.2,298,13,65,122,117,13,298,13,2,15.4,9,69.2,183,886,498,16,11,6,18,10,192,46,Matches,8f385e2e
741,Welington,br BRA,DFFW,São Paulo,20,2001,18.6,1307,48,234,515,573,32,1307,65,29,44.6,24,36.9,693,4258,2407,74,61,16,32,21,752,174,Matches,a7f95b1f
